Name   Ra   	Dec	l	b	F>100MeV	P	Pdot	P2dot	Epoch(MJD)	phi0 
PSRTEST24	235.5	43.607	0	0	9e-07	0.003	1e-12	1e-18	51900	0.34	
PSRTEST25	8.2902	8.9292	0	0	9e-07	0.003	1e-13	1e-22	51900	0.79	
PSRTEST26	31.003	-46.833	0	0	9e-07	0.003	1e-13	1e-21	51900	0.87	
PSRTEST27	252.76	56.766	0	0	9e-07	0.003	1e-13	1e-20	51900	0.68	
PSRTEST28	107.63	-6.0498	0	0	9e-07	0.003	1e-13	1e-19	51900	0.087	
PSRTEST29	66.072	-14.894	0	0	9e-07	0.003	1e-13	1e-18	51900	0.33	
PSRTEST30	13.99	-70.328	0	0	9e-07	0.003	1e-14	1e-22	51900	0.35	
PSRTEST31	118.79	23.063	0	0	9e-07	0.003	1e-14	1e-21	51900	0.047	
PSRTEST32	86.171	23.139	0	0	9e-07	0.003	1e-14	1e-20	51900	0.22	
PSRTEST33	194.69	-69.791	0	0	9e-07	0.003	1e-14	1e-19	51900	0.7	
PSRTEST34	50.193	-84.642	0	0	9e-07	0.003	1e-14	1e-18	51900	0.8	
PSRTEST35	194.05	65.949	0	0	9e-07	0.003	1e-15	1e-22	51900	0.11	
PSRTEST36	178.45	-87.839	0	0	9e-07	0.003	1e-15	1e-21	51900	0.4	
PSRTEST37	81.188	27.942	0	0	9e-07	0.003	1e-15	1e-20	51900	0.44	
PSRTEST38	186.19	83.966	0	0	9e-07	0.003	1e-15	1e-19	51900	0.74	
PSRTEST39	216.01	-1.4398	0	0	9e-07	0.003	1e-15	1e-18	51900	0.014	
PSRTEST40	203.07	-56.835	0	0	9e-07	0.03	1e-08	1e-22	51900	0.92	
PSRTEST41	339.42	45.345	0	0	9e-07	0.03	1e-08	1e-21	51900	0.95	
PSRTEST42	91.645	81.33	0	0	9e-07	0.03	1e-08	1e-20	51900	0.032	
PSRTEST43	210.44	42.269	0	0	9e-07	0.03	1e-08	1e-19	51900	0.67	
PSRTEST44	328.3	-5.2051	0	0	9e-07	0.03	1e-08	1e-18	51900	0.24	
PSRTEST45	58.092	-16.903	0	0	9e-07	0.03	1e-09	1e-22	51900	0.46	
PSRTEST46	274.15	-47.647	0	0	9e-07	0.03	1e-09	1e-21	51900	0.42	
PSRTEST47	273.95	-63.563	0	0	9e-07	0.03	1e-09	1e-20	51900	0.22	
PSRTEST48	162.08	-67.305	0	0	9e-07	0.03	1e-09	1e-19	51900	0.62	
PSRTEST49	111.59	-65.895	0	0	9e-07	0.03	1e-09	1e-18	51900	0.37	
PSRTEST50	293.08	11.902	0	0	9e-07	0.03	1e-10	1e-22	51900	0.42	
PSRTEST51	156.89	80.206	0	0	9e-07	0.03	1e-10	1e-21	51900	0.8	
PSRTEST52	308.57	-77.338	0	0	9e-07	0.03	1e-10	1e-20	51900	0.63	
PSRTEST53	128.63	27.864	0	0	9e-07	0.03	1e-10	1e-19	51900	0.27	
PSRTEST54	47.582	87.1	0	0	9e-07	0.03	1e-10	1e-18	51900	0.21	
PSRTEST55	221.48	3.8137	0	0	9e-07	0.03	1e-11	1e-22	51900	0.89	
PSRTEST56	226.21	13.953	0	0	9e-07	0.03	1e-11	1e-21	51900	0.49	
PSRTEST57	53.758	78.106	0	0	9e-07	0.03	1e-11	1e-20	51900	0.011	
PSRTEST58	133.56	-1.4723	0	0	9e-07	0.03	1e-11	1e-19	51900	0.55	
PSRTEST59	310.39	86.945	0	0	9e-07	0.03	1e-11	1e-18	51900	0.74	
PSRTEST60	262.46	-39.744	0	0	9e-07	0.03	1e-12	1e-22	51900	0.0033	
PSRTEST61	316.56	-8.7728	0	0	9e-07	0.03	1e-12	1e-21	51900	0.22	
PSRTEST62	144.75	87.831	0	0	9e-07	0.03	1e-12	1e-20	51900	0.58	
PSRTEST63	260.46	21.611	0	0	9e-07	0.03	1e-12	1e-19	51900	0.085	
PSRTEST64	259.97	65.811	0	0	9e-07	0.03	1e-12	1e-18	51900	0.094	
PSRTEST65	23.828	12.997	0	0	9e-07	0.03	1e-13	1e-22	51900	0.69	
PSRTEST66	272.88	59.233	0	0	9e-07	0.03	1e-13	1e-21	51900	0.23	
PSRTEST67	36.882	-62.937	0	0	9e-07	0.03	1e-13	1e-20	51900	0.72	
PSRTEST68	89.388	64.189	0	0	9e-07	0.03	1e-13	1e-19	51900	0.74	
PSRTEST69	149.4	71.048	0	0	9e-07	0.03	1e-13	1e-18	51900	0.89	
PSRTEST70	41.825	-17.542	0	0	9e-07	0.03	1e-14	1e-22	51900	0.41	
PSRTEST71	342.61	24.236	0	0	9e-07	0.03	1e-14	1e-21	51900	0.12	
PSRTEST72	263.74	57.229	0	0	9e-07	0.03	1e-14	1e-20	51900	0.19	
PSRTEST73	336.9	-9.3518	0	0	9e-07	0.03	1e-14	1e-19	51900	0.067	
PSRTEST74	250.92	-75.446	0	0	9e-07	0.03	1e-14	1e-18	51900	0.47	
PSRTEST75	238.09	77.219	0	0	9e-07	0.03	1e-15	1e-22	51900	0.63	
PSRTEST76	69.319	-18.371	0	0	9e-07	0.03	1e-15	1e-21	51900	0.33	
PSRTEST77	250.29	21.252	0	0	9e-07	0.03	1e-15	1e-20	51900	0.36	
PSRTEST78	162.25	78.125	0	0	9e-07	0.03	1e-15	1e-19	51900	0.22	
PSRTEST79	186.37	9.2672	0	0	9e-07	0.03	1e-15	1e-18	51900	0.5	
PSRTEST80	8.1756	10.694	0	0	9e-07	0.3	1e-08	1e-22	51900	0.14	
PSRTEST81	207.17	31.337	0	0	9e-07	0.3	1e-08	1e-21	51900	0.14	
PSRTEST82	327.05	13.472	0	0	9e-07	0.3	1e-08	1e-20	51900	0.97	
PSRTEST83	218.43	60.836	0	0	9e-07	0.3	1e-08	1e-19	51900	0.2	
PSRTEST84	227.16	-21.259	0	0	9e-07	0.3	1e-08	1e-18	51900	0.97	
PSRTEST85	149.93	49.017	0	0	9e-07	0.3	1e-09	1e-22	51900	0.083	
PSRTEST86	206.14	2.138	0	0	9e-07	0.3	1e-09	1e-21	51900	0.89	
PSRTEST87	193.84	-42.852	0	0	9e-07	0.3	1e-09	1e-20	51900	0.34	
PSRTEST88	288.55	55.656	0	0	9e-07	0.3	1e-09	1e-19	51900	0.73	
PSRTEST89	329.77	-34.062	0	0	9e-07	0.3	1e-09	1e-18	51900	0.34	
PSRTEST90	259.46	-20.644	0	0	9e-07	0.3	1e-10	1e-22	51900	0.12	
PSRTEST91	131.84	52.795	0	0	9e-07	0.3	1e-10	1e-21	51900	0.66	
PSRTEST92	237.15	39.118	0	0	9e-07	0.3	1e-10	1e-20	51900	0.65	
PSRTEST93	238.39	1.9587	0	0	9e-07	0.3	1e-10	1e-19	51900	0.11	
PSRTEST94	179.64	-7.0901	0	0	9e-07	0.3	1e-10	1e-18	51900	0.91	
PSRTEST95	27.568	-59.133	0	0	9e-07	0.3	1e-11	1e-22	51900	0.29	
PSRTEST96	39.126	31.964	0	0	9e-07	0.3	1e-11	1e-21	51900	0.58	
PSRTEST97	242.67	-71.893	0	0	9e-07	0.3	1e-11	1e-20	51900	0.055	
PSRTEST98	64.604	45.896	0	0	9e-07	0.3	1e-11	1e-19	51900	0.43	
PSRTEST99	8.7198	84.118	0	0	9e-07	0.3	1e-11	1e-18	51900	0.91	
PSRTEST100	227.2	52.224	0	0	9e-07	0.3	1e-12	1e-22	51900	0.79	
PSRTEST101	297.02	85.322	0	0	9e-07	0.3	1e-12	1e-21	51900	0.92	
PSRTEST102	164.31	-59.107	0	0	9e-07	0.3	1e-12	1e-20	51900	0.12	
PSRTEST103	247.48	-34.347	0	0	9e-07	0.3	1e-12	1e-19	51900	0.92	
PSRTEST104	107.57	83.305	0	0	9e-07	0.3	1e-12	1e-18	51900	0.95	
PSRTEST105	188.58	36.473	0	0	9e-07	0.3	1e-13	1e-22	51900	0.68	
PSRTEST106	236.49	-86.96	0	0	9e-07	0.3	1e-13	1e-21	51900	0.6	
PSRTEST107	42.746	-63.342	0	0	9e-07	0.3	1e-13	1e-20	51900	0.2	
PSRTEST108	323.3	-88.17	0	0	9e-07	0.3	1e-13	1e-19	51900	0.35	
PSRTEST109	10.293	49.164	0	0	9e-07	0.3	1e-13	1e-18	51900	0.71	
PSRTEST110	266.49	-40.482	0	0	9e-07	0.3	1e-14	1e-22	51900	0.9	
PSRTEST111	167.73	78.655	0	0	9e-07	0.3	1e-14	1e-21	51900	0.7	
PSRTEST112	9.2983	80.642	0	0	9e-07	0.3	1e-14	1e-20	51900	0.12	
PSRTEST113	276.73	-13.18	0	0	9e-07	0.3	1e-14	1e-19	51900	0.18	
PSRTEST114	346.13	-87.063	0	0	9e-07	0.3	1e-14	1e-18	51900	0.92	
PSRTEST115	337.78	17.786	0	0	9e-07	0.3	1e-15	1e-22	51900	0.32	
PSRTEST116	13.874	64.451	0	0	9e-07	0.3	1e-15	1e-21	51900	0.41	
PSRTEST117	17.732	85.547	0	0	9e-07	0.3	1e-15	1e-20	51900	0.2	
PSRTEST118	26.683	-33.868	0	0	9e-07	0.3	1e-15	1e-19	51900	0.97	
PSRTEST119	213.6	28.635	0	0	9e-07	0.3	1e-15	1e-18	51900	0.39	
